n_layers,n_neurons,learning_rate,batch_size,val_accuracy,error,time_s,co2_kg
1,512,0.01,16,0.7890946502057613,0.2109053497942387,2.0803487300872803,4.866368193591753e-06
2,128,0.005,64,0.7983539094650206,0.2016460905349794,1.9699485301971436,4.7588055593895916e-06
4,512,0.0005,32,0.7952674897119342,0.20473251028806583,203.32765793800354,0.00033029419860233815
1,128,0.0005,128,0.7829218106995884,0.21707818930041156,0.4061119556427002,2.1465967956066122e-06
1,512,0.001,16,0.7983539094650206,0.2016460905349794,2.5114495754241943,5.581515787632008e-06
3,32,0.0001,64,0.7705761316872428,0.22942386831275718,0.7187366485595703,2.6728016051563062e-06
4,512,0.005,32,0.8024691358024691,0.19753086419753085,200.0861337184906,0.0003257928558648198
1,64,0.01,64,0.7839506172839507,0.21604938271604934,0.4083709716796875,2.1388596138935595e-06
4,256,0.01,64,0.7932098765432098,0.20679012345679015,29.915246963500977,5.2341224186545697e-05
1,256,0.0001,128,0.7674897119341564,0.23251028806584362,0.683211088180542,2.595422759012579e-06
4,256,0.0001,256,0.8034979423868313,0.19650205761316875,11.26056718826294,2.1044368540376907e-05
1,32,0.01,16,0.7921810699588477,0.20781893004115226,1.1063730716705322,3.2750822097055873e-06
3,32,0.0005,64,0.7880658436213992,0.2119341563786008,0.7154278755187988,2.641755441275367e-06
3,256,0.0005,32,0.8096707818930041,0.19032921810699588,19.87043023109436,3.342280744239519e-05
6,32,0.0001,128,0.7870370370370371,0.2129629629629629,0.7696590423583984,2.742906852914858e-06
3,128,0.001,256,0.8034979423868313,0.19650205761316875,4.799530506134033,1.0137698927750182e-05
3,64,0.0001,256,0.7716049382716049,0.22839506172839508,0.9029653072357178,2.952791426002388e-06
1,128,0.0005,256,0.7777777777777778,0.2222222222222222,0.32880425453186035,2.0134224205310796e-06
